Covidence #,Study ID,Title,Reviewer Name,Study DOI,Year published ,Full title,Study setting ,Disease type (choose all that apply),Model type,"""Other"" details",Stochasticity in model ,Scientific problem being solved,How many parameters were calibrated?,External beliefs or evidence,Choice of parameters to calibrate ,What justification was provided for choice of parameters to calibrate?,"""Other"" details.",Type of data used for defining calibration targets (select all that apply),"""Other"" details ",How many calibration targets were used for estimation?,Resolution of data  used for defining calibration targets,Number of steps: single or sequential? ,Name of calibration algorithm ,"""Other"" details ",Is calibration implementation (code) available in an open-access repository? ,What programming language was used for calibration?,Do authors list any programming packages used for calibration?,Goodness-of-fit (GOF) measure employed within calibration algorithm,"If ""Not clear"", paste the relevant text here. ","""Other"" details",Nature of calibration results,"""Other"" details",How are calibration results reported? ,"""Other"" details.",How is uncertainty in calibration outputs reported? ,"""Other"" details.", What is the size of the calibration output?
564,Kaisara 2023,Modelling Botswana's HIV/AIDS response and treatment policy changes: Insights from a cascade of mathematical models.,Consensus,https://doi.org/10.3934/mbe.2023052,2023,Modelling Botswana's HIV/AIDS response and treatment policy changes: Insights from a cascade of mathematical models.,Botswana,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions; Predict disease trends ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Prevalence,"",Single ,"Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,Matlab,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
562,Chen 2023,Modelling and analysis of the HIV/AIDS epidemic with fast and slow asymptomatic infections in China from 2008 to 2021.,Consensus,https://www.aimspress.com/article/10.3934/mbe.2023919,2023,Modelling and analysis of the HIV/AIDS epidemic with fast and slow asymptomatic infections in China from 2008 to 2021,China,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.; Parameters are uncertain.,"","Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,Genetic algorithm,Not reported ,Not reported,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
549,Lima 2021,"Can the combination of TasP and PrEP eliminate HIV among MSM in British Columbia, Canada?",Consensus,https://doi.org/10.1016/j.epidem.2021.100461,2021,"Can the combination of TasP and PrEP eliminate HIV among MSM in British Columbia, Canada?",Canada,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Incidence ; Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Other: Calibration was done as a single step (i.e., all parameters were calibrated at once).",Other ,Monte Carlo filtering,Not reported ,Python,Yes,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1039
546,LeVu 2018,Comparison of cluster-based and source-attribution methods for estimating transmission risk using large HIV sequence databases.,Consensus,https://doi.org/10.1016/j.epidem.2017.10.001,2018,Comparison of cluster-based and source-attribution methods for estimating transmission risk using large HIV sequence databases,UK,HIV,Compartmental ,"",Not reported,Assess impact of model assumptions,Multiple,Not reported,Subset of parameters,Not reported ,"",Notifications / diagnoses; Prevalence,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Link reported and accessible,R,No,Not reported,"","",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",100
545,Selinger 2019,Targeting and vaccine durability are key for population-level impact and cost-effectiveness of a pox-protein HIV vaccine regimen in South Africa.,Consensus,https://doi.org/10.1016/j.vaccine.2019.02.073,2019,Targeting and vaccine durability are key for population-level impact and cost-effectiveness of a pox-protein HIV vaccine regimen in South Africa,South Africa,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Incidence ; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Not reported,"",Link reported but inaccessible,Not reported,No,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",50
544,Jijón 2021,Can HIV epidemics among MSM be eliminated through participation in preexposure prophylaxis rollouts?,Consensus,"https://doi.org/10.1097/QAD.0000000000003012 
",2021,Can HIV epidemics among men who have sex with men be eliminated through participation in PrEP rollouts?,France,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.; Parameters are uncertain.,"","Climate (e.g., temperature, humidity, rainfall); Demographic (e.g., population size, sex and age distribution); Incidence ; Notifications / diagnoses; Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,Sampling importance resampling,Not reported ,Not reported,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",500
535,Kusejko 2018,Quantifying the drivers of HIV transmission and prevention in men who have sex with men: a population model-based analysis in Switzerland.,Consensus,https://doi.org/10.1111/hiv.12660,2018,Quantifying the drivers of HIV transmission and prevention in men who have sex with men: a population model-based analysis in Switzerland,Switzerland,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Maximum likelihood estimation,"",Not reported ,R,Yes,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",30
529,Mukandavire 2018,"Estimating the contribution of key populations towards the spread of HIV in Dakar, Senegal.",Consensus,https://doi.org/10.1002/jia2.25126,2018,"Estimating the contribution of key populations towards the spread of HIV in Dakar, Senegal",Senegal,HIV,Not reported,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Demographic (e.g., population size, sex and age distribution); Prevalence","",Multiple ,"Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,Any runs producing HIV prevalence projections that agreed with early IBBA HIV prevalence data for FSW (1990 or 1995) and clients (1999) and recent HIV prevalence data for young MSM from 2014 to 2016 were selected as a model fit.,Not reported ,Not reported,No,Other ,"",Any runs producing HIV prevalence projections that agreed with early IBBA HIV prevalence data for FSW (1990 or 1995) and clients (1999) and recent HIV prevalence data for young MSM from 2014 to 2016 were selected as a model fit.,Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",10000
526,Smith 2020,Responding to the ECHO trial results: modelling the potential impact of changing contraceptive method mix on HIV and reproductive health in South Africa.,Consensus,https://doi.org/10.1002/jia2.25620,2020,Responding to the ECHO trial results: modelling the potential impact of changing contraceptive method mix on HIV and reproductive health in South Africa,South Africa,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Demographic (e.g., population size, sex and age distribution); Incidence ; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Manual (hand-tuning),"",Not reported ,Not reported,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",100
508,Mumtaz 2018,HIV incidence among people who inject drugs in the Middle East and North Africa: mathematical modelling analysis.,Consensus,http://onlinelibrary.wiley.com/doi/10.1002/jia2.25102/full ,2018,HIV incidence among people who inject drugs in the Middle East and North Africa: mathematical modelling analysis,"Pakistan, Tunisia, Libya, Morocco, Egypt, Afghanistan, Iran",HIV,Compartmental ,"",Deterministic model ,Evaluate interventions; Predict disease trends ,Other: Single,Not reported,Subset of parameters,Not reported ,"",Incidence ; Prevalence,"",Other: Multiple,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Least squares estimation,"",Not reported ,Not reported,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Other: Point estimate,"",Numerical: e.g. as value(s).,"","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",1
504,Cepeda 2020,"Modelling integrated antiretroviral treatment and harm reduction services on HIV and overdose among people who inject drugs in Tijuana, Mexico.",Consensus, https://doi.org/10.1002/jia2.25493,2020,"Modelling integrated antiretroviral treatment and harm reduction services on HIV and overdose among people who inject drugs in Tijuana, Mexico",Mexico,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Demographic (e.g., population size, sex and age distribution); Incidence ; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Maximum likelihood estimation,"",Not reported ,Not reported,No,Data likelihood ,"","",Distribution estimate (a distribution function which generates parameter values),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","120,000"
500,Mulberry 2019,HIV control strategies for sex worker-client contact networks.,Consensus,http://dx.doi.org/10.1098/rsif.2019.0497,2019,HIV control strategies for sex worker-client contact networks,South Africa,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Single ,Not reported,Subset of parameters,Not reported ,"",Prevalence,"",Multiple ,Not reported ,"Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Manual (hand-tuning),"",Link reported and accessible,Not reported,No,Not clear,We find that taking β = 0.6 results in an equilibrium disease prevalence of 69% which closely matches the recorded 70% prevalence among the Carletonville FSWs,"",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
499,Wanduku 2020,"A nonlinear multi-population behavioral model to assess the roles of education campaigns, random supply of aids, and delayed ART treatment in HIV/AIDS epidemics",Consensus,http://doi.org/10.3934/mbe.2020354,2020,"A nonlinear multi-population behavioral model to assess the roles of
education campaigns, random supply of aids, and delayed ART treatment in
HIV/AIDS epidemics",Uganda,HIV,Compartmental ,"",Stochastic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"",Incidence ,"",Not reported ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,Not reported,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
495,Wu 2020,"MODELING AND DYNAMICS OF HIV TRANSMISSION AMONG HIGH-RISK GROUPS IN GUANGZHOU CITY, CHINA",Consensus,http://doi.org/10.11948/20190252,2020,"MODELING AND DYNAMICS OF HIV TRANSMISSION AMONG HIGH-RISK GROUPS IN GUANGZHOU CITY, CHINA",China,HIV,Compartmental ,"",Not reported,Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Notifications / diagnoses","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
488,Majumder 2023,Impact of nonlinear infection rate on HIV/AIDS considering prevalence-dependent awareness,Consensus,https://doi.org/10.1002/mma.8723,2022,Impact of nonlinear infection rate on HIV/AIDS considering prevalence-dependent awareness,India,HIV,Not reported,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,Not reported,Subset of parameters,Parameters are relevant to question of interest.,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Markov Chain Monte Carlo,"",Not reported ,Matlab,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
487,Milwid 2022,"Past dynamics of HIV transmission among men who have sex with men in Montréal, Canada: a mathematical modeling study.",Consensus,https://doi.org/10.1186/s12879-022-07207-7,2022,"Past dynamics of HIV transmission among men who have sex with men in Montréal, Canada: a mathematical modeling study",Canada,HIV,Individual-based ,"",Stochastic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"","Demographic (e.g., population size, sex and age distribution); Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","the CD4 cell count at diagnosis (2013–2017), and the proportion of PLHIV with knowledge of their status (2005, 2008, 2017)",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Aproximate Bayesian Computation Sequential Monte Carlo (ABC-SMC) algorithm ,Not reported ,R; C++,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",100
483,Luo 2018,Development of an Agent-Based Model to Investigate the Impact of HIV Self-Testing Programs on Men Who Have Sex With Men in Atlanta and Seattle.,Consensus,https://doi.org/10.2196/publichealth.9357,2018,Development of an Agent-Based Model to Investigate the Impact of HIV Self-Testing Programs on Men Who Have Sex With Men in Atlanta and Seattle,USA,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,Not reported,Subset of parameters,Not reported ,"",Prevalence,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Manual (hand-tuning),"",Not reported ,R,Yes,Not clear,we identified the value that resulted in an average equilibrium HIV prevalence (from 100 simulations for each value for 50 years each) closest to the target estimates.,"",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
482,Doyle 2022,Measuring progress towards reaching zero new HIV acquisitions among key populations in Québec (Canada) using routine surveillance data: a mathematical  modelling study.,Consensus,https://doi.org/10.1002/jia2.25994,2022,Measuring progress towards reaching zero new HIV acquisitions among key populations in Québec (Canada) using routine surveillance data: a mathematical modelling study,Canada,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"",Notifications / diagnoses; Prevalence; Other ,CD4 cell count at diagnosis,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,Broyden–Fletcher–Goldfarb–Shanno algorithm + Nelder–Mead algorithm,Not reported ,R; C++,No,Data likelihood ,"","",Distribution estimate (a distribution function which generates parameter values),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","50,000"
479,Apenteng 2022,Analysing the impact of migration on HIV/AIDS cases using epidemiological modelling to guide policy makers,Consensus,https://doi.org/10.1016/j.idm.2022.01.002,2022,"Analysing the impact of migration on HIV/AIDS cases using
epidemiological modelling to guide policy makers",Malaysia,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,Not reported,All parameters,Parameters are uncertain.,"",Incidence ,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
477,Trickey 2022,Impact and cost-effectiveness of non-governmental organizations on the HIV epidemic in Ukraine among MSM.,Consensus,DOI:10.1097/QAD.0000000000003347,2022,Impact and cost-effectiveness of non-governmental organizations on the HIV epidemic in Ukraine among MSM,Ukraine,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Notifications / diagnoses; Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Approximate Bayesian Computation Sequential Monte Carlo (ABC SMC) method,Not reported ,Not reported,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",500
476,Wang 2022,Trace the History of HIV and Predict Its Future through Genetic Sequences.,Consensus,"https://doi.org/10.3390/
tropicalmed7080190",2022,Trace the History of HIV and Predict Its Future through Genetic Sequences,China,HIV,Compartmental ,"",Not reported,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.; Parameters are uncertain.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Notifications / diagnoses; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Markov Chain Monte Carlo,"",Not reported ,R,No,Other ,"",Geweke’s method,Distribution estimate (a distribution function which generates parameter values),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
462,Flountzi 2022,"Modeling the impact of interventions during an outbreak of HIV infection among people who inject drugs in 2012–2013 in Athens, Greece.",Consensus,https://doi.org/10.1016/j.drugalcdep.2022.109396,2022,"Modeling the impact of interventions during an outbreak of HIV infection among people who inject drugs in 2012–2013 in Athens, Greece. ",Greece,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Climate (e.g., temperature, humidity, rainfall); Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,Not reported ,"Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Link reported and accessible,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000
461,Kumar 2023,Forecasting of HIV/AIDS in South Africa using 1990 to 2021 data: novel integer- and fractional-order fittings,Consensus,https://doi.org/10.1007/s40435-023-01344-w,2023,"Forecasting of HIV/AIDS in South Africa using 1990 to 2021 data: novel
integer- and fractional-order fittings",South Africa,HIV,Compartmental ,"",Not reported,Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Treatment and treatment outcomes (e.g., mortality, recovery)","",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,Predictor-corrector method,Not reported ,Matlab,No,Other ,"",Nelder-Mead algorithm,Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
450,Reitsema 2019,Cost-effectiveness of increased HIV testing among MSM in The Netherlands,Consensus,https://doi.org/10.1097/QAD.0000000000002199,2019,Cost-effectiveness of increased HIV testing among MSM in The Netherlands,Netherlands,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,Not reported,Subset of parameters,Parameters are uncertain.,"",Notifications / diagnoses,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Not reported,"",Not reported ,Other ,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",100
447,Zhao 2020,DYNAMIC ANALYSIS AND OPTIMAL CONTROL OF A THREE-AGE-CLASS HIV/AIDS EPIDEMIC MODEL IN CHINA,Consensus,http://doi.org/10.3934/dcdsb.2020070,2020,DYNAMIC ANALYSIS AND OPTIMAL CONTROL OF A THREE-AGE-CLASS HIV/AIDS EPIDEMIC MODEL IN CHINA,China,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Notifications / diagnoses","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
